Model,Variable,Coefficient,Std_Error,P_Value,Sig
VULN-N.2,Poverty × Flood,0.002347303302796852,0.0011446527628866008,0.04029924580199687,**
VULN-N.2,Region FE: Europe & Central Asia,-0.10438911981454416,0.053599306275227555,0.05146483014424827,*
VULN-N.2,Region FE: Latin America & Caribbean,0.0690889913063589,0.059269598509284115,0.2437465399831561,
VULN-N.2,Region FE: Middle East & North Africa,0.05371058802858708,0.07032459541585125,0.44501472722385194,
VULN-N.2,Region FE: North America,0.12388960155164909,0.06839538316045454,0.07008301679806901,*
VULN-N.2,Region FE: South Asia,-0.2411349026596118,0.1077777885629776,0.025264523560905448,**
VULN-N.2,Region FE: Sub-Saharan Africa,-0.31277136709749953,0.05086174094425833,7.775561671495284e-10,***
VULN-N.2,R-squared,0.6357999011305437,,,
VULN-N.2,Adj. R-squared,0.6095984551687124,,,
VULN-N.2,N,150,,,
VULN-N.2,Region Fixed Effects,Yes,,,
VULN-N.3,Constant,0.6213648463432911,0.04258587688551088,3.2109306705247396e-48,***
VULN-N.3,Poverty Gap ($4.20/day),-0.000679818280035648,0.001908674337029191,0.7217110046674222,
VULN-N.3,Log GDP per Capita (PPP),0.0876682271514143,0.021752976753774637,5.5736170107906564e-05,***
VULN-N.3,Flood Count (Log),-0.003421126872673822,0.015360994859905056,0.8237571791813593,
VULN-N.3,C_log_GDP:C_log_DIS_FLD,0.0012504620802975016,0.015353774454154008,0.9350894139372569,
VULN-N.3,Region FE: Europe & Central Asia,-0.09085853304559993,0.05529123701635956,0.10032670094327663,
VULN-N.3,Region FE: Latin America & Caribbean,0.08354917540956767,0.06144032793833685,0.17387973776593912,
VULN-N.3,Region FE: Middle East & North Africa,0.06773258535745343,0.07499934926224078,0.3664680617016898,
VULN-N.3,Region FE: North America,0.11177398471920935,0.07305871036100055,0.12603652349919656,
VULN-N.3,Region FE: South Asia,-0.220388827406925,0.11873066027396548,0.06342388509694583,*
VULN-N.3,Region FE: Sub-Saharan Africa,-0.3068827646699496,0.054622779057787105,1.9293525357133222e-08,***
VULN-N.3,R-squared,0.6291208177273259,,,
VULN-N.3,Adj. R-squared,0.6024388621681407,,,
VULN-N.3,N,150,,,
VULN-N.3,Region Fixed Effects,Yes,,,
VULN-N.4,Constant,0.596847691514305,0.040112140041481975,4.479833443737363e-50,***
VULN-N.4,Poverty Gap ($4.20/day),-0.0011698169987970665,0.001953952242309931,0.5493778072485274,
VULN-N.4,Log GDP per Capita (PPP),0.046331648758142246,0.032551943168386964,0.15464504065609633,
VULN-N.4,Government Effectiveness (WGI),0.05382975849771854,0.028474651918780243,0.05869849258824623,*
VULN-N.4,Flood Count (Log),0.001045288575335778,0.017038706510839753,0.9510821573815972,
VULN-N.4,Gov. Effectiveness × Flood,0.006498948128082969,0.01712813152465178,0.7043676581100378,
VULN-N.4,Region FE: Europe & Central Asia,-0.05724616926093633,0.05518713157624235,0.2995913578186039,
VULN-N.4,Region FE: Latin America & Caribbean,0.12594969514443458,0.05740884869309317,0.02824207084409833,**
VULN-N.4,Region FE: Middle East & North Africa,0.11147882830497517,0.0767121463396824,0.146165564614722,
VULN-N.4,Region FE: North America,0.10296095502279212,0.06779366099183673,0.1288279155180073,
VULN-N.4,Region FE: South Asia,-0.2123690356156104,0.10541688482252402,0.043950378110076876,**
VULN-N.4,Region FE: Sub-Saharan Africa,-0.2871280845027964,0.05157026363610283,2.5811432048265582e-08,***
VULN-N.4,R-squared,0.6378952016874828,,,
VULN-N.4,Adj. R-squared,0.6090317757350359,,,
VULN-N.4,N,150,,,
VULN-N.4,Region Fixed Effects,Yes,,,
VULN-N.5,Constant,0.5883905252400117,0.043335258660073886,5.434984140772256e-42,***
VULN-N.5,Poverty Gap ($4.20/day),0.0004727656996713584,0.001729056425783857,0.784527228068671,
VULN-N.5,Log GDP per Capita (PPP),0.0793094549235236,0.023473185435929016,0.0007282262808643952,***
VULN-N.5,Building Quality Index,0.014578472851522565,0.005552354858406547,0.00864867908314034,***
VULN-N.5,Flood Count (Log),-0.01946173504956385,0.01593622144637449,0.22200029448476677,
VULN-N.5,Building Quality × Flood,0.011293718044284754,0.004339356220854237,0.009251301744426992,***
VULN-N.5,Region FE: Europe & Central Asia,-0.06643670107879632,0.05372876641776521,0.2162652889941974,
VULN-N.5,Region FE: Latin America & Caribbean,0.13646342989510568,0.060468259445451075,0.024021958073996114,**
VULN-N.5,Region FE: Middle East & North Africa,0.08816187580284417,0.07858074816106184,0.2618934105519778,
VULN-N.5,Region FE: North America,0.10623366562372996,0.057773243961411216,0.06594403618440466,*
VULN-N.5,Region FE: South Asia,-0.1922516755489733,0.09467020494594316,0.04228019328601046,**
VULN-N.5,Region FE: Sub-Saharan Africa,-0.29139184753221703,0.0531781373372972,4.264277416895404e-08,***
VULN-N.5,R-squared,0.6572362094782378,,,
VULN-N.5,Adj. R-squared,0.6299144580598365,,,
VULN-N.5,N,150,,,
VULN-N.5,Region Fixed Effects,Yes,,,
VULN-M.1,Constant,0.6163358746700357,0.041140562749575546,9.741042569006933e-51,***
VULN-M.1,Poverty Gap ($4.20/day),-0.0010554229277499462,0.0018705818942144127,0.572603250008337,
VULN-M.1,Log GDP per Capita (PPP),0.08564891988573639,0.02338056596932133,0.0002490327036674823,***
VULN-M.1,3 Hazards Combined (Log),0.00817116401609528,0.019679222474748296,0.6779824488023434,
VULN-M.1,Region FE: Europe & Central Asia,-0.08263572217092714,0.053396742539197566,0.12172348875256803,
VULN-M.1,Region FE: Latin America & Caribbean,0.08303180688761372,0.05735582919782415,0.14771183416325198,
VULN-M.1,Region FE: Middle East & North Africa,0.0783099937155257,0.07404136119420728,0.290214126360542,
VULN-M.1,Region FE: North America,0.09844947475744857,0.0741964563919043,0.18454980503627583,
VULN-M.1,Region FE: South Asia,-0.23208477132074634,0.11066367508978528,0.0359751453490328,**
VULN-M.1,Region FE: Sub-Saharan Africa,-0.2992485359481584,0.054042861512723,3.072675212473094e-08,***
VULN-M.1,R-squared,0.6297401870351117,,,
VULN-M.1,Adj. R-squared,0.6059377704873689,,,
VULN-M.1,N,150,,,
VULN-M.1,Region Fixed Effects,Yes,,,
VULN-M.2,Constant,0.6189752461252792,0.04002548486794991,6.021264869170415e-54,***
VULN-M.2,Poverty Gap ($4.20/day),-0.0034351742511291553,0.0018579947617548306,0.06447787103453144,*
VULN-M.2,Log GDP per Capita (PPP),0.07845334978705219,0.022854480737353893,0.0005975283290404054,***
VULN-M.2,3 Hazards Combined (Log),0.02458085437195608,0.018031723534963087,0.17281933264419425,
VULN-M.2,Poverty × 3 Hazards,0.003707988076004225,0.001197895649796374,0.0019653553095863633,***
VULN-M.2,Region FE: Europe & Central Asia,-0.10196642831532997,0.05420359123538414,0.059948148497097745,*
VULN-M.2,Region FE: Latin America & Caribbean,0.06393280955986004,0.057008836192515275,0.2620944959604624,
VULN-M.2,Region FE: Middle East & North Africa,0.0580118104536113,0.07246649156135404,0.42340211123800875,
VULN-M.2,Region FE: North America,0.11300748012587021,0.07056946216313013,0.10929605817422104,
VULN-M.2,Region FE: South Asia,-0.2571476373274108,0.10784416024988505,0.017105262998433506,**
VULN-M.2,Region FE: Sub-Saharan Africa,-0.2902380100391387,0.051342934507319464,1.5773564189703484e-08,***
VULN-M.2,R-squared,0.642095791795668,,,
VULN-M.2,Adj. R-squared,0.616347287608306,,,
VULN-M.2,N,150,,,
VULN-M.2,Region Fixed Effects,Yes,,,
VULN-M.3,Constant,0.6196558179638774,0.04193830182741039,2.1105289996344118e-49,***
VULN-M.3,Poverty Gap ($4.20/day),-0.0019207354065710778,0.0019309819059506953,0.3198852922445956,
VULN-M.3,Log GDP per Capita (PPP),0.0784686023312711,0.02250649231576384,0.0004894084008902469,***
VULN-M.3,3 Hazards Combined (Log),0.014333236797150746,0.020519638157185084,0.4848563458091917,
VULN-M.3,GDP × 3 Hazards,-0.01446772150226514,0.01619589000884711,0.37169875418537845,
VULN-M.3,Region FE: Europe & Central Asia,-0.08953781035134806,0.054097214107599496,0.09789854915332737,*
VULN-M.3,Region FE: Latin America & Caribbean,0.07396705447481614,0.059283404002975625,0.2121461859984669,
VULN-M.3,Region FE: Middle East & North Africa,0.06806909395929563,0.07678130234629586,0.3753308311684225,
VULN-M.3,Region FE: North America,0.13511159832135647,0.07348355308364268,0.06596455209730546,*
VULN-M.3,Region FE: South Asia,-0.25935769049206353,0.12327785157866862,0.035391829225719804,**
VULN-M.3,Region FE: Sub-Saharan Africa,-0.29941083173811933,0.054101053083783476,3.124943898362427e-08,***
VULN-M.3,R-squared,0.6321677448095506,,,
VULN-M.3,Adj. R-squared,0.6057049926375758,,,
VULN-M.3,N,150,,,
VULN-M.3,Region Fixed Effects,Yes,,,
VULN-M.4,Constant,0.5944320190102013,0.04105996392771447,1.6891319154539033e-47,***
VULN-M.4,Poverty Gap ($4.20/day),-0.0021361056398294487,0.0020018058327202553,0.2859315006855708,
VULN-M.4,Log GDP per Capita (PPP),0.04064288821049892,0.032201221517380314,0.2068935151589446,
VULN-M.4,Government Effectiveness (WGI),0.0515977337956081,0.027401910118801578,0.05970067932991624,*
VULN-M.4,3 Hazards Combined (Log),0.017226582247622052,0.02217099011485931,0.43716614344617855,
VULN-M.4,C_CWGI:C_log_DIS_3_HAZARDS,-0.011116523586253918,0.020420422693866742,0.5861781904164551,
VULN-M.4,Region FE: Europe & Central Asia,-0.05882453946487695,0.055067386427522166,0.2854175512484479,
VULN-M.4,Region FE: Latin America & Caribbean,0.11347186414266722,0.05805864079673077,0.0506497450037523,*
VULN-M.4,Region FE: Middle East & North Africa,0.11345102780619266,0.08030703957635384,0.1577392888237139,
VULN-M.4,Region FE: North America,0.12128028128023217,0.07113911449290809,0.08822565024355232,*
VULN-M.4,Region FE: South Asia,-0.24102890740486851,0.11096967022447647,0.02985377086748165,**
VULN-M.4,Region FE: Sub-Saharan Africa,-0.27811871435983404,0.05373243160945609,2.2670140350124278e-07,***
VULN-M.4,R-squared,0.6405541736462707,,,
VULN-M.4,Adj. R-squared,0.6119026947340169,,,
VULN-M.4,N,150,,,
VULN-M.4,Region Fixed Effects,Yes,,,
VULN-M.5,Constant,0.6024363207578497,0.04464803948017342,1.7194152419389827e-41,***
VULN-M.5,Poverty Gap ($4.20/day),0.00010056609978827732,0.0019474402876166654,0.9588154305214612,
VULN-M.5,Log GDP per Capita (PPP),0.07892591395692967,0.02386007617580267,0.0009401007255257379,***
VULN-M.5,Building Quality Index,0.011728125717796637,0.005675193889459971,0.03877568251815306,**
VULN-M.5,3 Hazards Combined (Log),-0.010786566586900739,0.023805347998685264,0.6504657432989374,
VULN-M.5,Building Quality × 3 Hazards,0.008625779276398321,0.006296462493149519,0.17070546099546313,
VULN-M.5,Region FE: Europe & Central Asia,-0.07283195093641794,0.0551210921340342,0.18639862149812314,
VULN-M.5,Region FE: Latin America & Caribbean,0.11959927570208707,0.06861708404069995,0.08133438305879499,*
VULN-M.5,Region FE: Middle East & North Africa,0.07770482892027493,0.07989095596448513,0.3307341873610422,
VULN-M.5,Region FE: North America,0.09293020511928674,0.06320691444509634,0.14149303300843807,
VULN-M.5,Region FE: South Asia,-0.21508404427681652,0.09952579574102925,0.030688510222588148,**
VULN-M.5,Region FE: Sub-Saharan Africa,-0.3055911290660913,0.05447148703239901,2.0219601453735767e-08,***
VULN-M.5,R-squared,0.6440078626144978,,,
VULN-M.5,Adj. R-squared,0.615631677750436,,,
VULN-M.5,N,150,,,
VULN-M.5,Region Fixed Effects,Yes,,,
ONLY-I.1,Constant,0.2686768913736949,0.05062426726642826,1.1127643412904052e-07,***
ONLY-I.1,Poverty Gap ($4.20/day),0.0007277258223772686,0.0014147850734487694,0.6069919342556174,
ONLY-I.1,Log GDP per Capita (PPP),0.09399236525400298,0.02492342262127367,0.0001624342499890625,***
ONLY-I.1,Region FE: Europe & Central Asia,0.11508929099049278,0.06683505966140738,0.0850713663123036,*
ONLY-I.1,Region FE: Latin America & Caribbean,-0.16264040173528144,0.054543327450245954,0.0028650580692337426,***
ONLY-I.1,Region FE: Middle East & North Africa,0.24920418840650937,0.08767787386156393,0.004479354194538559,***
ONLY-I.1,Region FE: North America,-0.36938180630480166,0.0739978689918171,5.982234534813736e-07,***
ONLY-I.1,Region FE: South Asia,0.11218913897053753,0.10617782032625188,0.2906870680860545,
ONLY-I.1,Region FE: Sub-Saharan Africa,-0.061170666925432035,0.05027286242757676,0.22369055547069372,
ONLY-I.1,R-squared,0.5907492955106437,,,
ONLY-I.1,Adj. R-squared,0.567529397383588,,,
ONLY-I.1,N,150,,,
ONLY-I.1,Region Fixed Effects,Yes,,,
ONLY-I.1-SQ,Constant,0.25109247471015766,0.049153936773684265,3.2509055458838684e-07,***
ONLY-I.1-SQ,Poverty Gap ($4.20/day),-0.0027750261981452982,0.00347947668839504,0.4251367541207499,
ONLY-I.1-SQ,Log GDP per Capita (PPP),0.08511032414389075,0.025494524181541023,0.000842694369194368,***
ONLY-I.1-SQ,Poverty Gap Squared,9.201864059531052e-05,6.422486439566567e-05,0.151927220051283,
ONLY-I.1-SQ,Region FE: Europe & Central Asia,0.10845311817877284,0.06754912456070672,0.1083740517843965,
ONLY-I.1-SQ,Region FE: Latin America & Caribbean,-0.16677939598353744,0.05540998647840547,0.002613200876919016,***
ONLY-I.1-SQ,Region FE: Middle East & North Africa,0.24127462956895623,0.0873883586813603,0.005763402275911518,***
ONLY-I.1-SQ,Region FE: North America,-0.37155381533050574,0.07341380894683601,4.168687188181837e-07,***
ONLY-I.1-SQ,Region FE: South Asia,0.10629734206179503,0.10504189736158255,0.3115610775273655,
ONLY-I.1-SQ,Region FE: Sub-Saharan Africa,-0.04075433696380182,0.054265261649956216,0.4526401740389826,
ONLY-I.1-SQ,R-squared,0.5952691290868963,,,
ONLY-I.1-SQ,Adj. R-squared,0.5692507159567682,,,
ONLY-I.1-SQ,N,150,,,
ONLY-I.1-SQ,Region Fixed Effects,Yes,,,
ONLY-I.2,Constant,0.2619084578938794,0.052090514524839274,4.957533046625264e-07,***
ONLY-I.2,Poverty Gap ($4.20/day),0.0005695472449826073,0.0014013299732182985,0.684424214559251,
ONLY-I.2,Log GDP per Capita (PPP),0.08108883509178638,0.027415430832333047,0.003098623777148917,***
ONLY-I.2,Government Effectiveness (WGI),0.016206753079855855,0.021653832937063914,0.45419039338168665,
ONLY-I.2,Region FE: Europe & Central Asia,0.12308659407801097,0.06781870735191031,0.06953378926399317,*
ONLY-I.2,Region FE: Latin America & Caribbean,-0.15065438651456678,0.057269171505208404,0.008522507750377654,***
ONLY-I.2,Region FE: Middle East & North Africa,0.26057307622947656,0.09102820334044238,0.004202426830980114,***
ONLY-I.2,Region FE: North America,-0.3665422061547326,0.07422893977797063,7.892946974593541e-07,***
ONLY-I.2,Region FE: South Asia,0.11492927414474557,0.10569255000547591,0.27686343463792285,
ONLY-I.2,Region FE: Sub-Saharan Africa,-0.05615106283322712,0.05163399752780613,0.27682367876108693,
ONLY-I.2,R-squared,0.5919295885488729,,,
ONLY-I.2,Adj. R-squared,0.5656964906698718,,,
ONLY-I.2,N,150,,,
ONLY-I.2,Region Fixed Effects,Yes,,,
ONLY-I.3,Constant,0.2697013824798514,0.05029736380252492,8.224288004862197e-08,***
ONLY-I.3,Poverty Gap ($4.20/day),0.0005354684033356193,0.0013593250389352157,0.6936384288316044,
ONLY-I.3,Log GDP per Capita (PPP),0.06904088704927536,0.026619463788015593,0.009497021391751313,***
ONLY-I.3,Government Effectiveness (WGI),0.017264184504386066,0.021393166330904868,0.41966919574457906,
ONLY-I.3,Building Quality Index,0.009634057875443103,0.004400939649111351,0.028590218327873847,**
ONLY-I.3,Region FE: Europe & Central Asia,0.11425466610352637,0.06719659506864233,0.08907368369022789,*
ONLY-I.3,Region FE: Latin America & Caribbean,-0.14514450922560612,0.0536016721266264,0.006772358647120884,***
ONLY-I.3,Region FE: Middle East & North Africa,0.23379822105479592,0.09143032557615971,0.01055431104505529,**
ONLY-I.3,Region FE: North America,-0.3851462697523659,0.07568150696390916,3.598793616122299e-07,***
ONLY-I.3,Region FE: South Asia,0.0955800632204919,0.10190592009835615,0.3482831909419516,
ONLY-I.3,Region FE: Sub-Saharan Africa,-0.06618019458790626,0.048711579099347695,0.17426918863893737,
ONLY-I.3,R-squared,0.6030335453011542,,,
ONLY-I.3,Adj. R-squared,0.5744748075530357,,,
ONLY-I.3,N,150,,,
ONLY-I.3,Region Fixed Effects,Yes,,,
ONLY-I.3-SQ,Constant,0.2553754800065994,0.04958155514908469,2.596342784537809e-07,***
ONLY-I.3-SQ,Poverty Gap ($4.20/day),-0.0023145705051789353,0.0034126050999087804,0.4976185643883557,
ONLY-I.3-SQ,Log GDP per Capita (PPP),0.0634017287508014,0.026890643424143802,0.018385491794064422,**
ONLY-I.3-SQ,Government Effectiveness (WGI),0.016026546966416734,0.021480903515615633,0.4556169959770936,
ONLY-I.3-SQ,Building Quality Index,0.0090868944112024,0.004446839005431591,0.04100788447190816,**
ONLY-I.3-SQ,Poverty Gap Squared,7.522439458852567e-05,6.352259798853878e-05,0.23632808290486984,
ONLY-I.3-SQ,Region FE: Europe & Central Asia,0.10875017920801852,0.06785546690530114,0.10900669014365964,
ONLY-I.3-SQ,Region FE: Latin America & Caribbean,-0.14971193355413856,0.05465366832397678,0.006157311034243259,***
ONLY-I.3-SQ,Region FE: Middle East & North Africa,0.22801048718014658,0.09127444570365756,0.012486947791589815,**
ONLY-I.3-SQ,Region FE: North America,-0.3860715799823057,0.07534663709406485,2.992176599916289e-07,***
ONLY-I.3-SQ,Region FE: South Asia,0.09166340805504934,0.10120159463737581,0.36506785787776075,
ONLY-I.3-SQ,Region FE: Sub-Saharan Africa,-0.04928515448122994,0.05309686292229907,0.35329752153602056,
ONLY-I.3-SQ,R-squared,0.6060120618807427,,,
ONLY-I.3-SQ,Adj. R-squared,0.5746072262335555,,,
ONLY-I.3-SQ,N,150,,,
ONLY-I.3-SQ,Region Fixed Effects,Yes,,,
ONLY-J.1,Constant,0.25176841640773956,0.04848182399568203,2.0687933992059058e-07,***
ONLY-J.1,Poverty Gap ($4.20/day),0.0004132871765514751,0.001438134664336022,0.7738234832162543,
ONLY-J.1,Log GDP per Capita (PPP),0.09398471167371825,0.02447614662767906,0.00012310991436614957,***
ONLY-J.1,Earthquake Count (Log),0.029133499825957265,0.015272421191927935,0.05644438205793924,*
ONLY-J.1,Region FE: Europe & Central Asia,0.1338638877328795,0.06472804574758177,0.038630887495504855,**
ONLY-J.1,Region FE: Latin America & Caribbean,-0.15659712312373655,0.051589562491740217,0.0024018343933495524,***
ONLY-J.1,Region FE: Middle East & North Africa,0.2665163726077711,0.08526025254591055,0.0017725227988682056,***
ONLY-J.1,Region FE: North America,-0.3681671131376781,0.07639404260913212,1.440504687938189e-06,***
ONLY-J.1,Region FE: South Asia,0.09873002039659183,0.10664721764219184,0.3545692947391593,
ONLY-J.1,Region FE: Sub-Saharan Africa,-0.026575124680452,0.05232107847125429,0.611506733731692,
ONLY-J.1,R-squared,0.6013828376229498,,,
ONLY-J.1,Adj. R-squared,0.5757574486129966,,,
ONLY-J.1,N,150,,,
ONLY-J.1,Region Fixed Effects,Yes,,,
ONLY-J.2,Constant,0.2514940738312405,0.048552333753570674,2.2205782535227594e-07,***
ONLY-J.2,Poverty Gap ($4.20/day),0.00045890359758676293,0.0014494960722950794,0.7515507267520262,
ONLY-J.2,Log GDP per Capita (PPP),0.09410164396870441,0.024537468249467034,0.00012555485857649524,***
ONLY-J.2,Earthquake Count (Log),0.02656434273060903,0.01411730156450254,0.059878526797733665,*
ONLY-J.2,Poverty × Earthquake,-0.0006129581315603192,0.001018869808916494,0.5474364724095409,
ONLY-J.2,Region FE: Europe & Central Asia,0.1349191515060119,0.06487454692124942,0.037553685855432534,**
ONLY-J.2,Region FE: Latin America & Caribbean,-0.15579154477848764,0.051606693543044514,0.0025375758118147884,***
ONLY-J.2,Region FE: Middle East & North Africa,0.26680097084346877,0.08582668230731112,0.001879749370686705,***
ONLY-J.2,Region FE: North America,-0.36848398573907387,0.07717690424448442,1.8012115645880975e-06,***
ONLY-J.2,Region FE: South Asia,0.10023618008209985,0.10671179005287566,0.3475681014989347,
ONLY-J.2,Region FE: Sub-Saharan Africa,-0.030717170916721565,0.05336158357551715,0.5648571580105967,
ONLY-J.2,R-squared,0.6017718956589377,,,
ONLY-J.2,Adj. R-squared,0.5731223917495087,,,
ONLY-J.2,N,150,,,
ONLY-J.2,Region Fixed Effects,Yes,,,
ONLY-J.3,Constant,0.2525339006066291,0.04803567239318103,1.4625258044586368e-07,***
ONLY-J.3,Poverty Gap ($4.20/day),0.001022702194219888,0.0014156166256427546,0.4700222133244196,
ONLY-J.3,Log GDP per Capita (PPP),0.09916403326507803,0.023474248634549864,2.3960460579172784e-05,***
ONLY-J.3,Earthquake Count (Log),0.023299678738483792,0.01465838013640539,0.1119447298964229,
ONLY-J.3,C_log_GDP:C_log_DIS_EQK,0.023905558373844137,0.016214375223906737,0.14038913424448898,
ONLY-J.3,Region FE: Europe & Central Asia,0.14026100187746626,0.06464567780526145,0.030030430525035706,**
ONLY-J.3,Region FE: Latin America & Caribbean,-0.15474417047500286,0.050973003097877695,0.0023989332124396807,***
ONLY-J.3,Region FE: Middle East & North Africa,0.2698982138414709,0.08582813434333732,0.0016629377728408427,***
ONLY-J.3,Region FE: North America,-0.39029265758403514,0.09000909561975565,1.4500208182151853e-05,***
ONLY-J.3,Region FE: South Asia,0.1236289425640583,0.10826118250478453,0.2534744764205775,
ONLY-J.3,Region FE: Sub-Saharan Africa,-0.044698125818729915,0.054220064812914415,0.4097216974443135,
ONLY-J.3,R-squared,0.6069233130739614,,,
ONLY-J.3,Adj. R-squared,0.5786444147339587,,,
ONLY-J.3,N,150,,,
ONLY-J.3,Region Fixed Effects,Yes,,,
ONLY-J.4,Constant,0.23568630650763084,0.051442551672655254,4.615557848603906e-06,***
ONLY-J.4,Poverty Gap ($4.20/day),0.0006007663189810862,0.001384728666301839,0.6643964330472166,
ONLY-J.4,Log GDP per Capita (PPP),0.076964341951888,0.026867496832914044,0.004175505015077268,***
ONLY-J.4,Government Effectiveness (WGI),0.02447065288702749,0.022958526254426098,0.28648539532896256,
ONLY-J.4,Earthquake Count (Log),0.026404681299748885,0.014985786029798543,0.07807238317794143,*
ONLY-J.4,Gov. Effectiveness × Earthquake,0.024039394822303797,0.017700510052929122,0.1744260023205918,
ONLY-J.4,Region FE: Europe & Central Asia,0.1602265991894738,0.06924401265474843,0.02067092757793453,**
ONLY-J.4,Region FE: Latin America & Caribbean,-0.12790689534580485,0.05758352947189123,0.026334644058093125,**
ONLY-J.4,Region FE: Middle East & North Africa,0.2998804601403191,0.095593698693576,0.0017066769172552432,***
ONLY-J.4,Region FE: North America,-0.3686669655188511,0.08567847544667948,1.685675898518517e-05,***
ONLY-J.4,Region FE: South Asia,0.11906248856593929,0.10463974985200544,0.2551905095170707,
ONLY-J.4,Region FE: Sub-Saharan Africa,-0.026213146391744928,0.054410581999021226,0.6299724728659861,
ONLY-J.4,R-squared,0.608836356314137,,,
ONLY-J.4,Adj. R-squared,0.5776566455855539,,,
ONLY-J.4,N,150,,,
ONLY-J.4,Region Fixed Effects,Yes,,,
ONLY-J.5,Constant,0.25761087557691664,0.05237535158734736,8.718688235526758e-07,***
ONLY-J.5,Poverty Gap ($4.20/day),0.0006527574771535073,0.0013829975687174902,0.6369357561607476,
ONLY-J.5,Log GDP per Capita (PPP),0.08556429666670005,0.024682031398446942,0.0005269611933554792,***
ONLY-J.5,Building Quality Index,0.00805133249661007,0.005536408985708991,0.14587652021213723,
ONLY-J.5,Earthquake Count (Log),0.013061357956644593,0.019738571827047018,0.5081523016569331,
ONLY-J.5,Building Quality × Earthquake,0.003613749102044213,0.005785677593551997,0.5322319316177566,
ONLY-J.5,Region FE: Europe & Central Asia,0.12602270483361183,0.0691706005213576,0.06846843203072511,*
ONLY-J.5,Region FE: Latin America & Caribbean,-0.14810405136831645,0.05253235877855703,0.00481297341396246,***
ONLY-J.5,Region FE: Middle East & North Africa,0.24560045540288986,0.0876540699756103,0.005079809721763989,***
ONLY-J.5,Region FE: North America,-0.3764279322563965,0.0783256394029806,1.5402993561909868e-06,***
ONLY-J.5,Region FE: South Asia,0.09318548619476635,0.1034479418857557,0.36769682589411923,
ONLY-J.5,Region FE: Sub-Saharan Africa,-0.04701369684144812,0.055201089048534685,0.3943913889302715,
ONLY-J.5,R-squared,0.6073148124578618,,,
ONLY-J.5,Adj. R-squared,0.5760138192479812,,,
ONLY-J.5,N,150,,,
ONLY-J.5,Region Fixed Effects,Yes,,,
ONLY-K.1,Constant,0.2641148053860453,0.05138418677126628,2.7473603913986384e-07,***
ONLY-K.1,Poverty Gap ($4.20/day),0.0005824660071197837,0.0015873843040905976,0.7136679040394257,
ONLY-K.1,Log GDP per Capita (PPP),0.0924319896019596,0.02649513908662454,0.00048548536503171814,***
ONLY-K.1,Storm Count (Log),0.004294053967323044,0.015233180739131703,0.7780292343797827,
ONLY-K.1,Region FE: Europe & Central Asia,0.12062688044157424,0.0675086165149926,0.07396386930764366,*
ONLY-K.1,Region FE: Latin America & Caribbean,-0.16039126913533938,0.05422949240437673,0.0031000480651321343,***
ONLY-K.1,Region FE: Middle East & North Africa,0.256187733741209,0.08991394643670432,0.004382178456091524,***
ONLY-K.1,Region FE: North America,-0.3750483996349958,0.07741469287718186,1.2682427435068621e-06,***
ONLY-K.1,Region FE: South Asia,0.11160331591358122,0.10775410145371124,0.3003317584864381,
ONLY-K.1,Region FE: Sub-Saharan Africa,-0.053591598253426326,0.053492288272986195,0.31641289056472854,
ONLY-K.1,R-squared,0.5910508613727161,,,
ONLY-K.1,Adj. R-squared,0.5647612738895336,,,
ONLY-K.1,N,150,,,
ONLY-K.1,Region Fixed Effects,Yes,,,
ONLY-K.2,Constant,0.26849746728213036,0.05211674083853308,2.579336357813627e-07,***
ONLY-K.2,Poverty Gap ($4.20/day),0.00044726029236082587,0.0015890204594502832,0.7783505605175193,
ONLY-K.2,Log GDP per Capita (PPP),0.09454961806585747,0.027504969715041426,0.000587009471672512,***
ONLY-K.2,Storm Count (Log),0.004582836818941745,0.015145930190702407,0.7622109010343936,
ONLY-K.2,Poverty × Storm,0.0007393943877349379,0.0007783991448713531,0.3421676105801722,
ONLY-K.2,Region FE: Europe & Central Asia,0.1125657833587227,0.06932949385589392,0.10445375996864416,
ONLY-K.2,Region FE: Latin America & Caribbean,-0.16562063010047023,0.05478394605231219,0.0025015001079583704,***
ONLY-K.2,Region FE: Middle East & North Africa,0.24719037750117137,0.09291491450228208,0.007804904974422572,***
ONLY-K.2,Region FE: North America,-0.36918546847585837,0.07857475235892848,2.6204662481716475e-06,***
ONLY-K.2,Region FE: South Asia,0.10875460451880144,0.10673179435783005,0.3082256251085038,
ONLY-K.2,Region FE: Sub-Saharan Africa,-0.04969324941686449,0.05383535482033242,0.3559760661032161,
ONLY-K.2,R-squared,0.5926460747025599,,,
ONLY-K.2,Adj. R-squared,0.5633400369113772,,,
ONLY-K.2,N,150,,,
ONLY-K.2,Region Fixed Effects,Yes,,,
ONLY-K.3,Constant,0.2669469459582797,0.050945636944180646,1.6071657021894065e-07,***
ONLY-K.3,Poverty Gap ($4.20/day),-7.966004041390416e-05,0.0016707361392838916,0.9619715878773034,
ONLY-K.3,Log GDP per Capita (PPP),0.09066778769672494,0.026478082818177772,0.0006164805677678206,***
ONLY-K.3,Storm Count (Log),0.0067909497223033344,0.01490141329779107,0.6485875903301315,
ONLY-K.3,C_log_GDP:C_log_DIS_STM,-0.014198340458516317,0.011573801830481463,0.21991075199412868,
ONLY-K.3,Region FE: Europe & Central Asia,0.11669775358156495,0.06713866886823182,0.08218261220839802,*
